Review ID,Review Text
179,"Before jumping into An Introduction to Interactive Programming in Python, offered by Rice University, I was attempting to learn Python on my own. I was not happy with how my progress was going, I couldn't see the big picture. That all changed with the way Joe Warren and Scott Rixner presented the pertinent information, while giving glimpses of it's larger context. While challenging, the class is easily manageable if you short on time and are determined to understand the material. The mode of learning how to program through creating games is a huge boon to most types of people. I feel this is because you can immediately present and show off what you've accomplished to give yourself a morale boost and continue on after a hard week of struggling through concepts that are presented. I would highly recommend this course for beginners, novices, and really all levels of programming understanding. There's so much to add to your programs, even after you've finished the assignments. Just remember to turn them in on time! I may have missed the deadline twice even though I finished days before it was due. oops!"
180,"I have completed part 2 as well and I feel so happy and proud to be part of such a wonderful course. I have never come across such wonderful instructors, exhaustive assignments and proper explanations all in one course before. The instructors are as excited as beginners and their enthusiasm is simply infectious. Codeskulptor is a wonderful place to start learning how to write your code and the viz mode is a powerful tool for efficient debugging. Using it simply cements the concepts covered in the class in your mind. The assignments are designed to make the learner write and debug code systematically while being somewhat challenging for beginners. Undoubtedly a lot of time and effort has been put into making this course and all its materials so that it can be as enjoyable and informative as it is. After completing the assignments, I feel that I need to develop more games. In fact I developed a simple version of tic tac toe game after completing the first part. This course has motivated me strongly to learn programming further and develop my own little games as practice work in my free time."
181,"A great course for beginners. The classes are well explained with an easy didactic that is complemented with exercises that at first seem difficult, but that with the guide, the templates and as tips for possible mistakes, it is very stimulating to continue and overcome the challenges and finish the course"
182,Great course. Learned GUI Python easy and efficiently.
183,This class is extremely well designed. It is very engaging.
184,"Fantastic, one of the best courses I have ever taken"
185,"It is really a very useful course made especially for beginners . The instructors, Scout and Joe are amazing. They construct a special python code editor to make it easy for beginners that is ""Codesculptor"" . The course contains everything a beginner needs to start coding in python."
186,"An amazing course. Loved the instructors, they had a sense of humor (but if it's ""good"" is left to you to decide :) ), the course was organized well, and the difficulty seemed to (for me at least) pace quite well from beginner material to more challenging in depth programming by the end!"
187,"Very good introduction to programming, very informative course, with valuable programming lessons, projects, exercises to practice with, lot's of people doing it so it's easy to get help on the forums when you're stuck in a problem, and the teachers are good at explaining the material"
188,"Solid teaching of the key concepts, and I really enjoyed the content and projects. My only complaint is about the platform. See:

https://coursera.community/ideas-suggestions-for-coursera-58/feature-request-validate-limit-peer-review-submissions-10968?postid=34892#post34892"
189,"This course helped me get into programming and has motivated me to keep learning more and more about its endless possibilities. The instructors are both great at teaching and charismatic, which make taking course all the more enjoyable. I definitely recommend this course."
190,"Thank you very much for this python programming class, it gave me a lot of confidence to learn and experience the fun of using python.
I really like the teaching method of this course. I will recommend it to anyone who wants to learn python if I have a chance."
191,"LEARN BY DOING. The course is quite challenging, even for those who have previous experience with programming languages. But never walking alone: explanations, tips, comments, guidance, common errors, examples, more explanations, more examples, and over all FUN."
192,I loved this course. The professors here are very much talented and know very deeply about the subject. I love the way they teach us and i thank them for making us also to work with Python. This is one of the best courses I have taken until now. Thank you
193,This course is Just wonderful. Iam really happy to say that this is the best course I have done till now.Thank you so much.And you taught this course differently.The unique and fun elements you people bought in between class was wonderful.Thanks again:)
194,It was a good course. i mean that i have tried python earlier from some courses from udemy and other platforms too but i got bored in some time i was not able to go half way in it but when i started this course i didint get bored it was really interesting .
195,I loved the classes a lot and the mini-projects were also interesting. It was a good start for me to work on python. On personal note my favorite teacher was Scott Rixner. I really enjoyed his jokes in between the classes. PS: The ties look good on you Scott.
196,"GOOD This is a great course. The teacher not only knows his material, but has a lot of experience working with first time programmers and so knows what errors they are likely to make and what questions they are likely to ask and addresses them all..."
197,"My background is experienced but not professional programmer (different language). My friend recommended this class to me at the last minute. Took it to learn more about python than anything else. To sum this course up in one phrase: Lighting in a bottle. Every single thing about this class was so well done and well thought out. It literally sucked me in even though I knew I was not getting any formal credit. The pace was fast but it almost didn't matter. It was fun. It was the right mix of dense material in bite-sized chunks (videos) with humor, fun and frequent quizzes, mini-projects that were sometimes trivial (first ones) but never boring. Really hard to describe it. Like I said, lighting in a bottle. After taking a few classes on Coursera including Andrew Ng's highly acclaimed ML class, I can say this one was the best in terms of overall experience. It's probably closest to what I have read Andrew to proclaim he wants to see for Coursera class formats (repetition brings mastery). I'm sure he is proud of the results for this class. Bravo for a job well done to the whole team."
198,"I followed this course during eight weeks during october - december in 2013 and I've really appreciated this course. I had previous experience from other programming languages but this was my first encounter with Object Oriented Programming. Consequently, I had a bit of 'a walk in the park' up 'til week 5 where I slammed the wall - literally. After a minor crisis I came through with that week's assignment alright and the following weeks tought me more than I've learned in programming over the previous years!

The course had a very well weighted mixture of leraning oportunities through video classes, practice excercises, quizzes and mini-projects, and on top of that discussion foras for assistment on specific problems. Also a portion of coding style was taught wich was a help in solving more complex programming tasks.

The course also benefits from the relaxed atmosphere spread by the teachers through the video classes. They made every challenge seem possible to undertake, yet did not trivialize challenges but rather pointed out the possible way of solution."
199,"At the start of the program the instructor showed a video of a game to be made in the final week and I thought, ""hmm! that is way beyond what I will probably reach"". In any case I decided to stick around.

The first week started with a ""Hello World"" level assignment and the weekly learning and projects increased in complexity but I could feel at home. Discussions in the forums showed that others were progressing along nicely.

About 6 weeks in, I recalled my thoughts in the first week about the complexity of the final project. ""hmm! I still don't think we have reached where we need to reach to be able to do that project."" But I was confident that the course will cover the needs and the project will be done. Sure enough it was done. I peer assessed 5+ random peers each week and I could see that all of them had done the respective project just as well or better.

Good introduction to OOB in Python. Feel very confident about my Python scripting ability now. Highly recommend this course.

The instructors were fun."
200,"This two-course program was my second Python MOOC. The first, also taken on the Coursera.org platform, was the five-course ""Python for Everybody"" specialization from the U. of Mich. Both of these were excellent. While they were both designed for beginners, they focused on very different things. The U. Mich. course focused on writing code to extract information from files, connecting with data sources on the internet, and organizing data in databases, all on an introductory level. The Rice U. course, on the other hand, focused on building simple games. Thus, the U. Mich. course taught us how to parse text strings and dictionaries, while the Rice U. course taught us how to create and use classes of objects. There was surprisingly little overlap between the two, and I feel very lucky that I found both courses and stuck with them to completion.

The teachers for both courses were excellent, albeit very different. There is no one best way to teach well, and they proved that. Hats off to all of the teachers of both schools."
201,"Excellent.. The way of teaching and showing the information is awesome!!
Today I finished the course number 1 of the seven available and tomorrow I will start the second course
Joe, Scott, John, Stephen
You are the best techers I have ever had!!!"
202,Great course! Love the way they teach. You will learn a lot of the fundamental stuff about interactive programming and object-oriented programming. And you complete the course with a few games that are built by yourself! What an awesome experience.
203,"This class is a really engaging way to learn Python. Even though my goal is not to continue with making games, it was a very good way to start with the language! I will continue my learning with the Fundamentals of Computing course also from Rice"
204,"This course is brilliant. It was a very interesting, useful journey.

Excellent teachers, great material. I've studied basic of Python, lots of new material and used it a few nice projects.

Thank you very much! I recommend this course!"
205,"it is interesting for beginners as it made in interactive programming way, which allows to make some beautiful game :)

I would like to see some more job-oriented course from these teachers for intermediate students who want to go further."
206,"Wonderful class and great teachers! I've never programmed before and Joe and Scott make the course really interesting and friendly :) If you want to start programming, you should take this course!
PS: pay attention to the ties ;)"
207,"It was an amazing experience.Honestly,the instructors were awesome throughout whole course.Joe and scott made the borings topics really enjoyable by their silly tie fight.I think it's one of the best course in python and best in GUI."
208,Great course. I have taken a couple of other introductory Python courses but this was the first to introduce event driven programming. The programming concepts really sink in by making fun games! Lecturers are engaging and entertaining.
209,"This course is so great! The course is very friendly to beginners. And there are numerous projects so that students have plenty of exercise experience to code. The project description is very detailed, which gave me a clear route to code."
210,Great and thorough introduction to programming in general and python specifically. The progression the instructors lead you through is well thought out and covers all the content you need to be successful with the projects they assign.
211,"Excellent in every way! Genuinely passionate instructors offering a gradual (yet adequately challenging), natural progression to learn Python. Easy to understand materials, good community support, fantastic exercises, and fun projects!"
212,Awesome. I learnt in few weeks basic concepts of Python and now i am going to specialize my Python knoledge practicing it with more and more excercises. Great teachers and great CodeSkulptor ! Professors let's continue on this way!
213,"An Introduction to Interactive Programming in Python is an amazing class to make your first steps in programming. Instructors put a tremendous amount of work into the class and made the course interactive, fun and challenging."
214,"Very fun but elegant introduction to coding and programming that goes from the very basics to the principles of object oriented programming. Very intuitive, you're gonna learn the fundamentals of coding developing fun videogames."
215,"All the teaching material is well organized. Many of the projects may seem intimidating, but the professors have very much experience, and they provide you with tips that make you overcome the difficulties you may face."
216,"My experience in this class was amazing; they have excellent teachers that give out lectures, simple and clear examples about the subject they're lecturing on, and best of all is that they try their best in making the course fun by just being themselves.

- They lectures they give out are about 10 - 15 mins., but some of them are less then 10 mins. with integrated quizzes( Not all videos have them)

- They have homework and practice questions if you need more practice and their forums are always open with people ready to help you if you need any.

- Their mini-projects are extremely fun (Don't worry! You don't have to program the whole thing, they provide a code template for you, and you just have follow the instructions and do the rest.)

All in all, I recommend this course for anyone who is interested in maybe learning a new skill, reviewing/renewing your current skills, or a just for fun ""I want to see what this course is about"" - you won't regret it! Enjoy it and hope you have as much fun as I did!"
217,"The best thing about this course is that it teaches the concepts of Python in a fun and engaging way. Coming in, people would attempt to learn the course either out of sheer desire for learning or as a requirement. This course presents the concepts in a way that you learn them as you are doing something fun.

The instructors also do a good job of keeping the course material engaging and memorable as they can. They give enough programming tips to get you through the mini-projects (maybe giving a little too much at times) but you should be able to use the concepts to get you through each step.

Only concern perhaps is the transmissibility of the knowledge. Most of the concepts especially leading to the 2nd half of the course deal heavily with simplegui which, while engaging and robust enough for the course material and creating 2D Games, leaves little transmissibility in terms of how Python is used in real-world applications.

If you're in it for learning Python in a fun and engaging manner, this is the course to take."
218,"If you have some programming experience but are totally new to Python, this is the perfect class for you. If you've never written a program or script before, then you should find an introduction to programming class and take that first. On the flipside, you don't need to know anything at all about Python to take this class and you'll be writing interactive games almost right away.

The layout of this class is great. Teaching in a virtual environment (recorded lectures) seems challenging, but the teaching staff that created and delivered this class did a great job making this class enjoyable. They provide you with all the tools you need to succeed with each week's assignment. If you watch the lectures and do the projects, you will be proficient at Python by the end of the course.

Expect to spend about 10 hours per week on the course between lectures, quizzes, a mini-project, and grading other students' projects (you have to grade 5 students' projects each week and the criteria is spelled out very clearly)."
219,"This is a well-conceived, designed, and implemented course. I am aware of what it takes to put together good training material and Joe Warren, Scott Rixner, John Greiner, and Stephen Wong do an excellent job of executing this class. I admire the fact that they continue to evolve the course, given the feedback they receive. They have done a great job of balancing instructional material, technical data, documentation, and humor to keep the class flowing at an appropriate pace. I started the class with no formal programming experience though I have been involved in software development by producing 2D and 3D graphics for quite some time. My career experience gave me a strong conceptual understanding of the software development issues but this course gave me the fundamental understanding that I had desired. This was my 3rd MOOC that I have taken and this has by far been the best. It did take a significant commitment of time to complete the course and I feel that my time was well spent being involved in this course!"
220,"I have been programming for a long time but have spent most of my time on scientific simulations with very little GUI experience. This class was great, even for an old dog. The video lectures were short and meaningful, and I even enjoyed the corny humor and picturesque T-shirts of Professor Warren. The quizzes were helpful in making sure you understood the material, and you could take them up to 5 times, if you did not score well on your initial test. The projects were interesting and just challenging enough. Whether you're a newbie programmer or someone with lots of programming miles, I think you'll learn a lot from this class and enjoy the challenge of making interesting games. The final project, a version of Asteroids called RiceRocks, was full featured and very playable. Try out the course! You'll like it. P.S. The CodeSkulpter environment and the simplegui module, built by Professor Rixner, were instrumental to the success of the class because everything could be done through a web browser."
221,"Overall a very good, understandable and thorough introduction to Python programming. The progression is good, the video lectures, practice exercises and quizzes are quite challenging, but at the same time within reach."
222,"Absolutely the best beginner friendly Python course you can find online. I've been attending so many courses but none of them is comparable to ""An Introduction to Interactive Programming in Python"" by Rice University."
223,"I highly passionately recommend this class especially to those with no experience! This is just what a beginner needs. Besides, you will never see instructors who will teach with such excitement and fun!

Thank you!"
224,"Great course. One of those that you can clearly see that the people behind it have put a lot of effort into it. Lots of useful lectures and lots of practice, the two ingredients that will actually teach you to code."
225,"A very good course - taught me a lot about Python. Very well designed. A journey of video lectures, exercises, tests and projects - each building on the last and helping me develop ideas. Highly recommended."
226,"Its a very good experience, I have learned a lot. The teaching style is very students friendly.

The instructors are very passionate about these class and teach in the way that anybody can easily understand."
227,I have learned a lot even though I did not have past experience with python. The teachers were fantastic with very good teaching experience. Projects helped a lot to get into deep knowledge about python.
228,The class is a fantastic and interesting introduction to python programming. My only downside is using codeskulptor instead of a local ide leaves a gap when trying to apply what you learned on your own.
229,"Brilliant course! I've taken online courses in Python before, but this is the first one where I've felt like I've gained knowledge and skills that I can build on and apply in other contexts."
230,"Very badVery badVery badVery badVery badVery badVery badVery badVery badVery badVery bad
Not at all for free
Asks money.
Says will give you only a one week free.
Not worth
Should not purchase.
Liars"
231,Fantastic course for beginners! The classes are interesting and organized! The tool fo programming is easy to get started! The assignments are not difficult but do require you spend some time.
232,"Overall the course was wonderful! I learned a lot as a beginner, from printing in the console, to building games. The professors were really great! All the instructions were clear and understandable."
233,"Good enough to understand the Python.
It was good learning by this program to apply the Python to analyze the big data.

It was good information to be an expert for data scientist."
234,"Great class, amazing teachers.

First of all the class is really well designed: video are not too long like in many other classes, the pace of the course is quite fast but in a good way (in MOOC we can watch videos several times so there is no need to repeat always the same things), mini-projects are challenging but thanks to the template, the guideline and forums it’s possible to finish all of them and CodeSkulptor is really a great idea and a great development. So I was able to learn a lot of things (and much more than in other online classes on introduction to programming).

Second of all, professors are amazing: concepts are well explained in videos, they make many efforts to entertain ourselves and make the class more enjoyable and they spend a lot of time in forums. I’ve always thought that learning is fun but I have to admit that is more fun with Joe Warren, Scott Rixner, John Greiner and Stephen Wong. Thanks to them this class was really my best learning experience online and offline."
235,"This is one of the best computer science courses I have taken. The instructors are excellent, clear, and engaging. I learned a lot about coding in Python. The mini-projects are challenging, and extremely rewarding. My favorite aspect of this course was the peer assessment, where you review other students' code for the same projects. I learned other ways to code the projects, and it was simply fun to do! The rubrics for this are extremely clear and easy to test. Another excellent aspect of this class is that you do not have to download a python server; all you have to do is google codeskulptor.org, and you have a great way to code python in your browser! Whenever I take a computer science class, I always dread having to download the server. However, using and downloading (you don't have to) codeskulptor is easy! Finally, the forums are also helpful, since one can receive fast answers about coding problems from the instructors themselves, who have developed codeskulptor. I highly recommend this course."
236,"I wasn't sure how much to expect from an introductory course in Python from a not very well known university (compared to the many courses from Stanford, MIT etc) and so was very pleasantly surprised at just how great it turned out to be.

The first thing that struck me when I started was the sheer enthusiasm and effort of the professors - when someone is prepared to put in the time to write custom tools for the class alone you know they're not just doing it 'because it's a fad and everyone else does'.

A bit easy at times, with the templates already containing half the code you need for an assignment, but then again this is a beginner's course for people who may never have programmed before.

Hands down the most enjoyable MOOC I took part in and is guaranteed to teach the basics of Python while keeping it fun and engaging. Would recommend for anyone willing to learn about Python or programming in general - I hope we'll get a course on Java or Android from the Rice professors too, one day."
237,"This class was amazing! The teachers were amazing, and I learned quite much from it. Before, I only knew the syntax of python from Codecademy, and I didn't know how to actually apply it to anything, but from here, I learned many valuable tools from which I can now expend on to actually make some programs I wish to make. This course was truly a gateway to real programming from what I only knew as syntax.

The instructors were kind and I really enjoyed how they tried to engage their students with some humor in their video (of course, humors are not the focus of their video) and they really do know how to teach! I loved the lesson pace, and I really encourage any programming beginner to take this class because the lessons were well organized and compare to other course I took (as little as they are) this class's materials were concise and to the point, enabling their student to make really fun program and make them feel proud of themselves for their new accomplishment in rather short time."
238,"This is a really great course and a perfect way to start learning how to write programs on Python. Instructors are great, they don't try to be very serious and have fun creating this course. I, in turn, had so much fun building actual games each week! I could never think that I can create a game, but here I am.
This course really helped me with my university discipline, where I started learning Python a month ago, in September. I decided to enroll the course in summer to be prepared to my autumn course (because I wasn't sure I'll be good enough), and though my discipline in university is designed for further using Python as a data science tool, not for interactive programming, this course helped me very much. Thanks to Coursera, Scott, Joe, John, Stephen, stuff and my peers who evaluated my projects and helped me to become a better programmer.
P.S. Miss this course already and definitely going to start another course by these instructors in January,
P.P.S. Sorry for any mistakes."
239,"Great experience - a good journey, with some tough challenges, and lots of support and help.

This is billed as an Introduction to Interactive Programming in Python.

So it starts off as an Introduction, both to Python and to Programming.

If you have programmed before, it's going to feel easy to begin with and probably be manageable to the end - though it does take quite a bit of time and effort.

If you are new to programming, this course may seem hard, especially later on - e.g. when OO concepts are introduced. Perhaps some other resources would be useful for these people, maybe even taking a beginners programming course first.

Finally, this course is about Interactive programs, so it doesn't dwell too much on some of the intricacies of programming in general, or the specifics of Python, but concentrates on the necessary parts to be able to produce interactive programs.

It does this very well, and the teaching team make it fun and entertaining, as well as rewarding."
240,"I knew a thing or two about programming in Python before this class so I can say that the instructors did a good job in delivering knowledge I already had, as well as concepts that were new to me. Video-lectures were fun and well structured, quizzes did an excellent job at testing the our knowledge, and the Mini-projects are a terrific way to test our new skills. The Forum and he Code Clinic are great places if you're stuck and need help. Scott Rixner and Joe Warren are great teachers, and CodeSculptor is a great tool for people who are new to programming. VizMode is a great debugging tool, and although I didn't use it often, I think it's great for new programmes. John Greiner's ""Programming tips"" videos were very helpful, as were his instruction on how to use VizMode. Coursera, as a provider, was stable and easy to use. I had a great time taking this course and it motivated me not only to continue learning new programming techniques, but to take other courses as well."
241,Inclusion of platform like Codeskulptor makes this class unique. The instructors are thorough and the assignments are designed well irrespective of the the python skill of the learner.
242,"It teaches basic Python using games.

Codeskulptor is awesome as you dont need to download and install python, but use a web browser instead.

Organization of the instructors were great."
243,One of the greatest classes on python. It's really enjoyable. The teachers are really fun. They teach you python by playing. I really advice any new comer to the field to start wiith these.
244,Excellent course either for beginners or for people having previous experiences in other languages. If Object Oriented Programming and Python are unknown to you this course is the good one.
245,This course rocks! I didn't completely finish it (back to plumbing I guess) but I made a song about how cool it was doing Typhon https://www.youtube.com/watch?v=nZt8K9h-2zo
246,"this course passed 7 years ago was a very start for me as a programmer, and now ima team lead python developer, so many thanks to these wonderful teachers!"
247,All the teachers are really great. Mini project format was engaging and kept the course really interesting while learning basics in Python.
248,"A great course for beginners. If anybody wants to learn Python from scratch, this course is for him. The instructor has taught quite patiently."
249,Great course to get started with programming for games. The course is well structured and helps solidify foundations for object oriented programming.
250,Great course for learning basic Python programming. The interface that was developed made it easy to start and the professors were great.
251,"Really good introduction class, teaching basic and complex things. They teach well and they are funny, making me wanting to learn more"
252,"An excellent course, very good teachers and staff, and fun, (sometimes very) challenging tasks, and very importantly - good support!"
253,"Excellent starting point into Python programming. Dr.Chuck has in my opinion, a excellent way of presenting and explaining."
254,Incredible course! Really puts all the elements that you will learn into mini-projects that really help you grasp the material!
255,The course was just wonderful. The instructors were funny and made the class very engaging. I would definitely recommend it.
256,"I really recommendable course to the people to want to learn how to programme. If doesn't matter if you haven't programme before, the course starts with the basics concepts and in a very well structure evolution it introduce you in the Orientated Object Programming (OOP) If you are an senior programmer it is a good course to know about the OOP and how to manage properly your programs

The length of the lessons is perfect (maximum 15 minutes, but usually around 10) and the use really nice examples to explain everything. The evaluation is very nice, the idea to do games for the exercises makes the homework much funnier and moreover, you always want to improve more and more your games, making you learn more and more.

The forum is also quite useful, it is pretty well structured and you can discus your doubts with your companions obtaining fast and accurate answers

In brief, a very recommendable course. You will enjoy and learn at the same time"
257,"I believe it is in my nature to be a little bit ""difficult"" about giving five stars, or ""excellent"" as a rate. This time before clicking on stars besides, I started to think about my expectations and what this course, material, instructors or environment could give me more. I soon realized that ""none"" was the true answer to my question. I give 5 stars to the content because I started from zero and now I am thinking about my next programming project. I give five stars to the instructors because they did a great job teaching and helping me get the best out the course and a plus for their humorous attitude. I believe they have spent lots of hours building it, and it shows. Great job guys. Finally, I give five stars to the provider (coursera) because of the easiness and usability of their environment. Great job there too guys. This was my first course at coursera, but I am sure many of them will follow. I fully recommended it. Thank you all!"
258,"This class was absolutely awesome. I took the class primarily because I was interested in learning some python and also I've never done any game development. I not only learned enough python to be able to branch out, I feel like I have a good solid base for making some fairly fun games. My son saw me make the Pong game, and he came up with an idea for a game that I then was able to make! (I'm even currently translating it into Pygame). I work in data analysis, and have found that there are plenty of modules out there to extend python for using in data analysis, but also being able to program games has become a worthwhile hobby that helps relax me and take me mind off of whatever data analysis problem I am trying to work out. This class helped me get there! It was a lot of fun, Joe, Scott, John and Stephen are great instructors and really make the material fun. I wholeheartedly recommend this class (besides, the price is right - FREE.)."
259,"I am a 53 year-old physician with no previous programming experience who took this course purely to fulfill an intellectual curiosity. I was rewarded beyond my expectations. I have been through many educational experiences in my life, both as a student and as a teacher. I recognize good teaching when I see it. These Rice professors are the cream of the crop. They are brilliant, articulate, and amicable. Also, they have created a web-based Python coding environment called CodeSkulptor (complete with its own graphical user interface and detailed documentation) that makes it a snap to get it started with Python. You can keep using CodeSkulptor forever after you have finished this class. I finished parts 1 and 2 of this course in a few short weeks and got hooked on the experience. I plan to keep taking additional courses by these professors in this specialization on Coursera. I give this course my highest recommendation."
260,"The class was everything that was advertized. By the second week of class you have been given enough tools to create useful programs and it's fun because they are games. I had no programming experience and worked full-time while taking the course. The course takes more time than advertised if you don't already know how to program so be warned. I highly recommend doing the practice exercises but I made it through without them because I didn't have enough time. Everything is structured, deadlines are well-known and posted, the pace is demanding, but the progress is amazing! I highly recommend the class for individuals with the motivation to stay on track. If you get behind it will be hard to make up the time but the beauty of a MOOC is that you can stay in the class and take it again. The instructors make it fun, the forums are a great help and if you want to learn to program then this class is the right choice."
261,Best course on python for someone who is absolutely new in programming. Professors Joe Warren and Scott Rixner are the best.
262,Excellent course. Extensive. Detailed. Challenging. The projects are step by step and take it one at a time.
263,"Pros: This is the first Coursera course I've taken and I've thoroughly enjoyed it. Very well structured class and Joe and Scott have a great style of teaching. They make the course fun and progressively more challenging. I've stayed up many nights towards the end of the course trying to get my mini projects to work. As the course progresses you realize that you get more and more comfortable with Python programming. If you want to get started with Python programming, I can't imagine a better way to do so. I would have gladly paid to take a course like this.

Cons: I wish that the last mini project time was 2 weeks instead of 1 week.

For folks like me who are working and have work deadlines and have to travel at times, it gets very difficult when you have to work through nights to meet mini project deadlines. However at the end, it was every bit worth going through it.

Thank You Joe and Scott."
264,"I first coded 30 years ago. Z80 machine code and Spectrum basic. Then I went on to do music as a profession and now having found time wanted to get back to my true love.. coding! I followed many courses but I must state that the Course offered by Rice University is by far the best one I have come across over the web. I'm still searching for a better one. The professors running the course are brilliant and I like their sense of humour and their simple unassuming ways. Kudos to you Rice Uni and Kudos to you great lecturers Joe Warren, Professor, Department of Computer Science, Scott Rixner, Associate Professor, Department of Computer Science, Stephen Wong, Lecturer, Department of Computer Science and John Greiner, Lecturer, Department of Computer Science. I am now half way thru and am a much better coder and writing my own code. My goal is to write some simple music software and games and distribute free."
265,"Very good course for anyone looking for a taste of what programming is about. The content has been carefully created to give a thorough introduction of python, and in no time, they get you going doing some very interesting projects. The feeling of succeeding at a mini-project and showing it to your friends afterwards is highly rewarding.
For the instructors I have nothing but praise. Both prof. Scott Rixner and prof. Joe Warren excel at making the whole process both useful as a learning exercise and engaging. They skilfully delve into the more difficult concepts and to soon after, jump-start the student with a fun exercise to put those concepts into use.
Regarding coursera, while flawless in computers, it is a pain to use in Android or iOS in the iPad. Whole sections will not load (such as the mini project pages), a change in the screen orientation (in Android) will refresh the app to the landing page."
266,"This class is extremely well structured. In fact, it may be the best structured class I have ever taken in or out of university. There is a very tight correspondence between lecture and exercise. And at least I did not run into the typical situation where I am working on problems and issues that were never really addressed at all by the class itself yet nonetheless have to figure out. (That is fine & enriching but if it happens often frustrating esp. when trying to just learn something new) I have a mathematical background, so the programming came fairly easy, but getting and familiarizing with the idiosyncrasies of some programming environment or library is often a labor intensive pain. That is why the use of code skulptor is great, in my humble opinion. It makes the doing much smoother and shifts the focus to programming concepts without getting bogged down in esoteric details."
267,"I scored 89%... should have done better but misunderstood one deadline and didn't get the project in that week. I am a 57-year-old ME who hadn't programmed much the last 20 years.

This really a tremendous way to teach, progressively adding another level to game building each week, reaching a climax the final week with a fairly involved Asteroids game. This type of teaching really works for me.

Basically, each week they have a video teaching Python language concepts. Then a video showing some more advanced programming concepts (often they aren't even used until the next week.) Then some ideas for what is needed to complete the project and how to get started. And finally some tips on what people commonly misunderstand.

Anyway, Joe, Scott and John made an excellent instructing team. Completing this course was well worth the time spent. I would take one of their courses again."
268,"I give this course the highest possible rating! I loved it and would like thank Joe, Scott, John, and Stephen. Thank you so much - you did a spectacular job.

The class did a really god job of introducing general python language constructs - lists, sets, classes... and the CodeSkulptor environment was a pleasure to work with.

But the best takeaway from the course was actually learning some of the fundamentals of building games. How to create motion, animations, collections of objects on the screen, the physics and geometry for simple motion and collisions - all of that was incredibly useful to learn.

The course was hard but rewarding - each week we built a different game. They ended up being fairly simple - yet reasonably fun to play. Any one of them would have been fun to work on longer to make it more polished.

Thanks again to the profs - I'm so happy I took this course."
269,"This is THE BEST course anyone can take for Python. The course is highly interactive. For the first time while taking an online course, I feel that I am actually taking a university-level class and interacting with other students and faculty. The professors and the entire staff are always available to help. I cannot praise this course enough.

I am in week 3 now and I love it so much that I searched for a place where I could write a review for this course and found this site.

THANK YOU, Mr. Warren, Mr. Rixner, Mr. Greiner and Mr. Wong!! Thank you Mr. Rixner for writing CodeSkulptor that makes learning Python a breeze and I can use any computer (even my tablet) without having to install Python interpreter. Thank you Mr. Warren making me laugh while a few times when I was watching the videos! Thanks to all of the TAs, especially Moria Merriweather who was always there to help."
270,"This class starts with a text-based Rock-Paper-Scissors game, but by the end, you'll be writing code for a spaceship that flies around shooting space rocks...IN SPACE.

It's a fantastic intro for beginning programmers, even people who've never written a single line of code! It's extremely accessible and presents small chunks of material that quizzes build on and projects force mastery of.

I'm not a beginner; I have a degree in Computer Science, actually. But I haven't used it to code anything for a long while and couldn't get up the motivation to get back into it. This course helped me rediscover my love of coding and creating, and I'll definitely be going on to create some original games of my own.

I fully believe that ***ABSOLUTELY ANYONE*** can take this course and become a game programmer. If you're considering it, stop considering and sign up *right now.*"
271,"One of the best classes I've ever taken. Without a doubt the best online class I've ever taken. The instructors are very enthusiastic and put a lot of work into making this class good. They do a great job teaching the concepts of interactive/event driven programming. There is one project to do a week, and they are all building games. By week two you are already moving into building interesting interactive programs, and you very quickly start learning how to add graphical elements to your games.

If you have absolutely no programming experience at all, I would recommend taking an intro to programming class before this one. It's not required, but it will be a lot more work if you don't. If you have some programming experience but are unfamiliar with python, the instructors do a good job of introducing python so don't let that deter you from taking the class."
272,"Great course for people who wants to learn programming and/or wants to learn Python. The lecturers were both great and enthusiastic. They teaches really well throughout the course that I can't say anything bad about them.

The videos and sounds are clear so you don't have to worry about the quality. Presentation and explanation are clear and concise which makes it easy to understand. You don't have to worry about installing Python for homework because the class uses Codeskulptor, designed by Scott, which is a web-based Python programming interface. All work is done there so you don't have to worry about anything.

Finally and once again, I encourage you to give this course a try. Python is a fairly easy scripting language which anyone (or everyone) can learn and pick up easily. After 9 weeks through this course, I am sure you will grasp Python language easily. :)"
